id,a_category,a_intent,a_human,b_producer,b_human,b_desc,b_wants
206916338908,human,other_human,True,person_typing,True,"A reply from Roshni at Dolby clarifying NDA confusion, saying she'll confirm coverage with their lawyer and check dates with colleagues. Typed by a person.",Nothing immediately; she will verify the NDA scope and get back with dates.
207790864579,human,wants_call,True,person_typing,True,A short reply from Michael Letterio at Cognex proposing a meeting window. Typed by a person.,Confirmation whether Skander is free Tuesday May 27 between 9-11am EDT.
208009494718,human,other_human,True,person_typing,True,A one-line friendly sign-off confirming something sounds good and wishing a great weekend. Typed by a person.,Nothing; just acknowledging and closing the exchange.
209741061325,human,wants_materials,True,person_typing,True,A reply from Mark at GEA (sent from Outlook for iOS) saying he can't attend the demo meeting and asking for pricing instead. Typed by a person.,A rough price point for Encord to share with his team.
209876267204,human,other_human,True,person_typing,True,"A reply from Will closing out a billing question, noting a colleague already answered it earlier in the thread. Typed by a person.",Nothing; confirming the issue is resolved.
209937815776,human,other_human,True,person_typing,True,A warm French thank-you note from Alexis after an AI leaders dinner. Typed by a person.,Nothing; just thanking the host and saying it was nice to finally meet.
210563574995,human,wants_materials,True,person_typing,True,A reply from Fabienne at Waste Robotics thanking for a demo and saying they need internal time to assess the solution's benefits. Typed by a person.,Access to the meeting recording so it can be shared with Ziad.
308490891471,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,"A Google Calendar notification informing the organiser that Jacqui Bourne has accepted the invitation to the Encord AI Leaders Dinner. It is machine-generated boilerplate with meeting link, phone dial-in, and calendar settings footer, produced automatically when the guest clicked 'Accept'.",nothing
308661155004,human,referral,True,person_typing,True,"A short one-line human reply about the SF AI Leaders Dinner, saying he is adding a colleague to coordinate. Written by Rish, CEO of Spot AI, with his normal email signature.",To loop in a colleague ('low') to coordinate the dinner logistics
313243299002,human,wants_call,True,person_typing,True,"A friendly personal reply from Yinghou to James's outreach about meeting at ICCV. The writer says Encord is new to them, confirms attendance on Tuesday 10/21, and plans to stop by the booth.",To confirm meeting at ICCV and asks for any preferred contact methods beyond email
313630171348,human,other_human,True,person_typing,True,"A brief human reply from Eleana explaining she cannot switch Teams organizations due to company policy, and that she has messaged via her own org's Teams instead. A typical typed workplace coordination email.",Confirmation that her Teams message was received; otherwise to continue coordinating by email
314285275337,human,other_human,True,person_typing,True,"A short personal note from Ari declining tonight's Boston dinner due to pressing work, while confirming he still plans to meet the Encord team at Pickle HQ tomorrow. Clearly typed by a person.",To send regrets for the dinner and keep tomorrow's meeting on
314845481195,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A Google Calendar notification that Yves Görgen accepted the 'Encord/Upcircle - Path Forward' meeting invite. Standard auto-generated RSVP email with Meet link and dial-in details.,nothing
314989034709,human,other_human,True,ticketing_system,False,"A message from the events manager at The Nautilus Pier 4 confirming everything is set for tonight's business dinner, delivered through the Tripleseat event-management platform (note the 'reply above this line' banner, tracking token, and unsubscribe links). A human wrote the one-line message; the ticketing-style system wrapped and sent it.",To confirm the dinner booking is all set; no action needed
317992626377,human,other_human,True,person_typing,True,"A two-line human reply from Matteo about the ICCV AI Leaders Dinner outreach, saying he will stop by the Encord booth during the conference. Plainly typed by a person.",To let Winnie know he will visit the booth
318809999568,human,wants_call,True,person_typing,True,A very short typed reply from Chris Van Dyke (CEO of Overview.ai) offering a time: 'I can do Friday at 9:30'. A human scheduling response.,To confirm Friday 9:30 as his available meeting time
319272130798,human,wants_call,True,person_typing,True,"A typed reply from Satish Raj, CTO of Pro-Vigil, apologising for the delay and proposing Friday Oct 31 between 8-10am PST for the demo. A normal human scheduling email with full signature.","Confirmation from the Encord team whether Fri Oct 31, 8-10am PST works for the demo"
319608856823,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A Google Calendar notification that Philipp Renner has declined the Wayve x Encord trial support session invite. Auto-generated RSVP boilerplate with meeting details and guest list.,nothing
328123993279,human,asks_question,True,person_typing,True,"A detailed human email from Bharath confirming he can access the Encord project and listing five specific product questions about annotation gaps, VLM augmentation, keypoint tracking, mask tracking, and viewing submitted annotations. Clearly typed by an engineer evaluating the platform.",Answers to his five platform questions and a quick hands-on walkthrough of the platform
328322896080,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,"A Google Calendar notification that farshid@glydways.com accepted the Spruce SF AI Leaders Dinner invite. The body includes the organiser's event description (agenda, location, dietary-requirements request) but the email itself was auto-generated by the accept action.",nothing
331270222036,human,wants_call,True,person_typing,True,A short typed reply from Olivia noting she actually lives in Montana but would love to learn more about Encord. A genuine human response to outreach.,To set up a demo of Encord
335829568752,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A Google Calendar notification that Alon Rosenberg accepted the 'Alon / Carl' meeting on Nov 4. Standard machine-generated RSVP email.,nothing
340823103736,human,other_human,True,person_typing,True,A one-line typed acknowledgement from Asim at Zoox thanking Winnie for the update. Simple human courtesy reply.,To be kept informed if anything changes
341271169223,human,asks_question,True,person_typing,True,"A typed business email from Elena at MMI requesting several annotation-hour balance figures: hours left at contract renewal, hours paid this quarter, remaining balance, and the next batch date. Written by a person managing a vendor relationship.","The requested annotation-hour balances, the next batch availability date, and a weekly balance report going forward"
342269252825,human,other_human,True,person_typing,True,A brief typed acknowledgement from Kat regarding a catering platter order: 'Sounds good. Thanks for letting me know.' A human closing the loop.,nothing beyond acknowledging the update
354855032039,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A Google Calendar notification that Vladyslav Sysiuk accepted the 'Encord platform discussion' invite for Nov 14. Auto-generated RSVP boilerplate.,nothing
355755364591,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,"A Google Calendar notification that Arindam Singha accepted Shreya's placeholder chat invite. The body carries Shreya's original invite note, but the email itself was produced automatically by the accept action.",nothing
359803346168,human,wants_call,True,person_typing,True,A typed request from Abhimanyu at Skild asking to move the 'Next steps' meeting to Friday because his team is still finalizing requirements. A normal human rescheduling email.,To reschedule the meeting to this Friday
360403576056,human,not_now,True,person_typing,True,A one-line typed message from a Tevel Aerobotics contact telling Kamil they will postpone the decision on Encord's product until early 2026. Human-written with an inline image reference.,To communicate the deferral; no immediate action requested
361011109061,human,asks_question,True,person_typing,True,"A typed follow-up from Chris, a candidate for an AE position, saying his chat with Christian went well and noting he hasn't yet received the invite for tomorrow's meeting. Clearly a person managing an interview process.","Confirmation of tomorrow's meeting time and any agenda details, plus the missing calendar invite"
362118925516,human,wants_call,True,person_typing,True,"A hastily typed apology explaining a board meeting ran over and the writer thought the demo started at 1, adding that they are available now. Human, informal, sent in the moment.",To join the missed Encord Active demonstration now
367289529583,human,other_human,True,person_typing,True,"A substantive typed reply from Yu (appears to be Ring/vendor-evaluation context) explaining their workflow flexibility, that inference results are provided per vendor for ablation, and that vendors may optionally use them. A person discussing project mechanics.",To clarify workflow options; promises to send a high-level milestone schedule later tonight
369925675197,human,other_human,True,person_typing,True,"A typed note from Zeeshan, sent from Outlook for iOS, explaining he missed his train from the Nuremberg fair and may be too late to join the Munich dinner. A human sending regrets in transit.",To warn he will likely miss or be late to the dinner
375169796318,human,not_now,True,person_typing,True,A short friendly typed reply from Pio agreeing to keep in touch over the coming months regarding the SynDiag/Encord demo. A polite human close-out.,To keep the relationship warm; no immediate action
375717213397,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A Google Calendar notification that Kacper Kania accepted the Encord/Cantina Labs intro call. Standard machine-generated RSVP email.,nothing
379971453125,human,wants_call,True,person_typing,True,A one-line typed availability note: 'I'm available until week 51 (December 15th)'. A human answering a scheduling question about the Robot/Encord intro.,A meeting to be scheduled before December 15th
380913157328,human,wants_materials,True,person_typing,True,"A typed follow-up from Elizabeth, Director of Supplier Operations at Science Exchange, checking whether William will be sending over the balance sheet needed for an application review. A person chasing a document.","The balance sheet, so their finance team can review it"
384023107782,human,other_human,True,person_typing,True,"A typed product-feedback note from Alex Spencer, an ML engineer at Flock Safety, observing that individually clicked tracking jobs run in parallel while bulk-selected ones run in series. Human feedback on the Detect & Track feature.",To flag the parallel-vs-series tracking behavior for the product team to consider
385134312689,human,other_human,True,person_typing,True,A brief typed reply agreeing tentatively to a proposed step but first sharing a Google Docs scope document for the Encord team to review. Human-written coordination.,The Encord team to review the shared scope doc before proceeding
386094336239,human,other_human,True,person_typing,True,"A two-word confirmation ('Got it and accepted it.') from Girdhari Ghantiyala at Oracle, followed by his corporate signature. A human acknowledging receipt of an invite or document.",nothing beyond confirming acceptance
391129014497,human,other_human,True,person_typing,True,"A typed reply from Martijn Flikweert, CEO of Flikweert Vision, reporting that the DocuSign link Kamil just sent does not work, with a screenshot reference and the quoted thread below. A human flagging a broken link.",A working DocuSign link so he can sign the contract
391142144212,human,wants_call,True,person_typing,True,"A typed scheduling reply from Mohamed at Volvo confirming Wednesday 17 Dec 11am-1pm CET works, suggesting one hour is enough, and adding data curation and monitoring to the agenda. A human confirming a meeting.",The meeting booked for Wed 17 Dec (1 hour) with data curation and monitoring on the agenda
394695249140,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,"A Google Calendar notification that Shiraj Sen accepted the Encord x Motional curation deep dive invite, with Motional's confidentiality footer appended. Machine-generated RSVP email.",nothing
397655333091,human,not_now,True,person_typing,True,"A warm typed reply from Kais Bedioui at SEAFAR saying he admires Encord and will join the webinar, but that adoption isn't a priority since he's the only CV engineer and their pipeline won't change now. A thoughtful human decline that leaves the door open.","To decline for now, keep in touch, and asks if he may connect on LinkedIn"
397884470513,security_scan,n/a,False,security_gateway,False,An automated notification from PG&E's email encryption service (Microsoft-based) saying Jharna Aggarwal has sent a secure message that must be read via a portal link. No human-typed content is visible; the email is generated by the encryption gateway.,nothing (the underlying sender wants the recipient to open the secure message via the portal)
402696543481,human,other_human,True,person_typing,True,A one-line typed confirmation from Sampreeth Radha Krishna: 'Sounds great! See you then!' about a CES meeting. Human courtesy confirmation.,nothing beyond confirming the meeting
407437568233,other_bot,n/a,False,subscription_system,False,"An automated transactional notification from Spendesk telling Shreya a £6.94 payment was made on her card and explaining how to submit the receipt, including the remaining card balance. Entirely machine-generated by the expense platform.",nothing (the system prompts the cardholder to upload a receipt)
409843920073,human,other_human,True,person_typing,True,"A casual typed reply apologising for the slow response and explaining the writer worked around an issue by duplicating the agent, which now works fine. Human, informal, with a pasted screenshot.",Nothing further; letting support know the issue is resolved via a workaround
416923819249,human,asks_question,True,person_typing,True,"A typed reply from Seunghwan Lee at a medical AI company describing their CT/MR/PET segmentation labeling needs and DICOM/NIfTI requirements, noting he is not the decision maker but wants to evaluate the tool. A genuine human inquiry.",Trial access to Encord so he can test it and introduce it to his data team
421533181143,human,referral,True,person_typing,True,"A brief typed referral from Jerry pointing to Maryam Bandari at persona.ai as the best contact, since she is researching data collection companies. A human passing along a contact.",For Encord to contact Maryam Bandari instead of him
424722042079,human,wants_call,True,person_typing,True,"A courteous typed reply from Mina Tsuchida at AWL acknowledging contract-update coordination, awaiting Maira's response, and asking for another alignment discussion with Abdul and Fadoua. Formal human business correspondence.","Another meeting scheduled with Abdul, Fadoua, and herself; Tomoko will follow up with candidate dates"
425480896713,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A Google Calendar notification that Harini Sridharan declined the Levit/Encord chat invite. Machine-generated RSVP email.,nothing
425503959251,human,other_human,True,person_typing,True,"A two-word typed thank-you from Eric Pence of Perceptron AI with his signature. Human acknowledgement, nothing more.",nothing
425548199147,human,wants_materials,True,person_typing,True,"A typed reply describing a need to label 3D robotic data collected via humanoids, mentioning a 50+ person team and an early-stage project. A human prospect responding to sales outreach.",To learn more about how Encord can support their humanoid 3D data labeling use case
426618484945,human,other_human,True,person_typing,True,A short polite typed note from Tomoko Saito at AWL thanking Arisha for accommodating the rescheduled dates. Human courtesy reply.,nothing beyond thanks; looking forward to the meeting
426694369485,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,"A Google Calendar notification that Yuqi Li accepted the Doctronic/Encord chat invite, with Doctronic's HIPAA footer. Machine-generated RSVP email.",nothing
433615596738,human,other_human,True,person_typing,True,"A typed reply from Sean Krepp at TEKsystems praising the analytics session and noting their dummy data is delayed, so he asks to push the schedule back one week. Human business coordination.",To push the next step back by one week due to delayed dummy data
436718147829,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A Google Calendar notification that Carl-Johann Simon-Gabriel replied 'Maybe' to the Encord/Mirelo PoC catch-up invite. Machine-generated tentative-RSVP email.,nothing
439560236271,human,wants_materials,True,person_typing,True,A typed email from Olle Holmberg at Helsing thanking for the testing invites and listing what he wants to understand next week: platform costs and annotation workforce size/pricing. A human prospect chasing promised commercial information.,"Pricing information for the platform and annotation workforces from Leo, ideally tomorrow, even as ranges"
444597134556,human,wants_call,True,person_typing,True,"A short typed reply from Abhijeet Pise at Assent agreeing to do the S3 setup tomorrow to save time, noting his annotation team is waiting to start. Human scheduling confirmation.",To hold the S3 setup session tomorrow so his annotation team can begin
446033295605,human,wants_call,True,person_typing,True,An enthusiastic two-line typed reply about Human Web Grading saying 'Very cool! Would love to chat'. A human proposing a time.,"To chat, asking whether Colin is free on Monday"
449631443160,human,other_human,True,person_typing,True,A one-line typed confirmation for the SF Autonomy & AI Leaders Dinner stating the writer has no dietary restrictions. Human RSVP detail.,nothing beyond confirming no dietary restrictions
450883650777,human,other_human,True,person_typing,True,"A long, confidential typed briefing ahead of a meeting, describing EY-style workshop work with Lloyds Banking Group on onboarding redesign and the recurring theme of unstructured/multimodal data needs. Clearly written by a person preparing Leo for a discussion.","To share confidential background context ahead of their LBG prep discussion, kept in confidence"
456381359318,human,asks_question,True,person_typing,True,"A brief typed nudge from Emahn Novid, a software engineer, asking Leo for any update on commercials and next steps in the Encord/SICK conversation. Human follow-up.",An update on commercials and next steps
457485219041,other_bot,n/a,False,subscription_system,False,"An automated daily digest from Gong summarising the team's 18 external meetings and largest deals for Feb 18, with deal values, stages, and yesterday's call recaps. Entirely machine-generated from CRM/call data.",nothing
458613398754,human,wants_call,True,person_typing,True,A short typed scheduling reply from Omar proposing Friday Feb 20th at 12pm PT for a Zoom call about the SF AI Leaders' Dinner. Human availability response.,The Zoom call booked for Friday 12pm PT
458792937697,other_bot,n/a,False,subscription_system,False,"An automated Gong notification that the recording and AI-generated analysis of the Encord & Field AI demo call is ready, with machine-summarised key points. Produced by Gong's platform after the call.",nothing
459586655477,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A Google Calendar notification that Ilaria Favilli accepted the Encord/Scandit PoC catch-up invite. Machine-generated RSVP email.,nothing
459780011256,other_bot,n/a,False,subscription_system,False,An automated daily Gong digest for Feb 21 reporting no external meetings today and recapping Friday's deals and calls. Machine-generated summary email.,nothing
461903884509,other_bot,n/a,False,subscription_system,False,"An automated Gong notification that the recording and AI analysis of the daily Skild & Encord call is ready, with summarised key points and next steps. Machine-generated.",nothing
462693242078,human,wants_call,True,person_typing,True,"A formal typed email from the MIRISE team acknowledging Steffan's departure from Encord, proposing a handover meeting time, and providing a detailed written summary of the evaluation background (trial plans, security review, NuScenes dataset) for Olivia's benefit. Carefully human-written.",To confirm the proposed handover meeting slot (Thu 26 Feb 8:00-10:00 GMT) and ensure a smooth transition
463336512742,human,other_human,True,person_typing,True,"A typed reply about the GL Prototype pricing model, thanking for the fast response, noting the writer is travelling to the US, delegating real-time communication to a colleague, and answering inline below. Human business correspondence.",To hand off live communication to Oleh Kozak while travelling and to convey inline comments on pricing
463717489909,other_bot,n/a,False,subscription_system,False,"An automated Gong notification that the Encord & Archer Aviation call recording and AI analysis is ready, with machine-summarised key points about Archer's autonomy plans and Encord's platform. Machine-generated.",nothing
468667695290,out_of_office,n/a,False,autoresponder,False,"An automatic out-of-office style reply stating Gautam Nain is no longer with FORTNA and directing business requests to a colleague's address, explicitly noting it is an automated communication. Produced by an email autoresponder, with a Mimecast scanning footer.",nothing (the canned message redirects senders to michaelschindler@fortna.com)
469495734519,other_bot,n/a,False,subscription_system,False,"An automated Gong notification that the CurveBeam AI call recording and analysis is ready, with AI-summarised key points about their FDA review and DICOM annotation needs. Machine-generated.",nothing
470218857720,other_bot,n/a,False,subscription_system,False,"An automated Gong notification that the Encord & Contoro Robotics demo recording and analysis is ready, with machine-generated key points about their annotation and curation needs. Machine-generated.",nothing
470829581548,other_bot,n/a,False,subscription_system,False,"An automated Gong notification that the Neusoft Automotive call recording and analysis is ready, summarising a medical-data annotation trial discussion and pricing. Machine-generated.",nothing
472733215972,human,not_now,True,person_typing,True,"A personally written message from Lingkai at Tacta, delivered attached to a calendar event (the event details follow the note), announcing that due to shifted priorities they are deferring the data-platform decision, won't proceed with Encord for now, and cancelling today's meeting. The words are human even though the email carries calendar boilerplate.","To end the evaluation politely, cancel today's meeting, and revisit in Q2"
476248326377,other_bot,n/a,False,subscription_system,False,"An automated daily Gong digest for Mar 9 listing the team's 9 external meetings, top deals, and Sunday's recap. Machine-generated from Gong's revenue platform.",nothing
477499551977,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,"A Google Calendar notification that Benjamin Kolligs accepted the Encord/Maven testing wrap-up invite, including the organiser's two-topic agenda in the event body. Machine-generated RSVP email.",nothing
477743093994,other_bot,n/a,False,subscription_system,False,"An automated Gong notification that the Encord/Noimos trial check-in recording and analysis is ready, with AI-summarised points about SDK performance, PDF classification, and annotation hours. Machine-generated.",nothing
477891036390,human,wants_call,True,person_typing,True,"A typed reply from Paul about the Rivanna Medical + Encord March sync, flagging a conflicting meeting in the proposed slot. Human rescheduling request.","To move the meeting one hour later, or to the Wednesday of the following week"
478306468080,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,"A Google Calendar notification informing the organiser that Qian Chu has accepted a demo meeting invitation, with the full event details (Meet link, phone dial-in, time, guest list) reproduced in the body. This is machine-generated by Google Calendar when a guest clicked Accept.",Nothing beyond notifying that the guest will attend; no reply expected.
478316758212,other_bot,n/a,False,subscription_system,False,"A daily automated digest from Gong summarizing the recipient's meetings and deal activity for the day (no external meetings, Thursday's recap). Produced entirely by Gong's notification system on a schedule.",nothing
478348108018,human,wants_call,True,person_typing,True,A very short human reply in an ongoing sales thread ('Sounds good to me. Talk to you on Monday.') with a booking-link signature. Clearly a person typing a quick confirmation on their phone or desktop.,To confirm agreement with the proposed plan and the Monday conversation; no action needed.
478755588322,human,asks_question,True,person_typing,True,"A brief human reply to a dinner invitation for an event at GTC, saying they will check their schedule and asking a question. A person typed this directly.",To receive the current attendee list for the dinner before committing.
479544598738,other_bot,n/a,False,subscription_system,False,"An automated Gong notification announcing that a call recording and AI-generated analysis of the 'Encord <> Forterra | PoC wrap' meeting is ready, including auto-summarized key points. Generated by Gong's recording pipeline after the call ended.",nothing
479781207281,out_of_office,n/a,False,autoresponder,False,An out-of-office automatic reply stating the sender is at NVIDIA GTC with limited email access and will respond by Monday March 23. Sent automatically by the sender's mailbox autoresponder.,nothing (informs of delayed response; no action requested)
480291196150,other_bot,n/a,False,subscription_system,False,"A daily automated Gong digest listing the recipient's 8 external meetings for the day, with deal values, stages, and AI-generated briefs of previous calls per account. Produced by Gong's scheduled notification system.",nothing
480706160865,human,other_human,True,person_typing,True,"A short human-written follow-up chasing an overdue invoice ('Invoice Overdue 33 days'), acknowledging the recipient was on leave and asking for an update. Typed by an accounts-receivable person named Lloyd.",An update on the overdue invoice / payment status.
481047118030,other_bot,n/a,False,subscription_system,False,"An automated Gong notification that the recording and AI analysis of the 'LTM & Encord - chat' call is ready, with auto-generated key points. Machine-produced by Gong after the call.",nothing
481543194841,other_bot,n/a,False,subscription_system,False,"An automated Gong notification that the 'Encord <> Mirise - Trial Update' call recording and analysis is ready, with AI-summarized discussion points about the trial evaluation. Produced by Gong's post-call pipeline.",nothing
481885783240,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A Google Calendar acceptance notification: Gabriela Salvador Thume accepted a platform-demo invite. The body is machine-assembled by Google Calendar and includes an Amplemarket-injected attendee-info block; no human wrote any of it.,nothing
482306341104,other_bot,n/a,False,subscription_system,False,"An automated Gong notification that the 'Proposal discussion' call with havocai.com is recorded and analyzed, with AI key points about pricing and deployment options. Produced by Gong.",nothing
482338631869,human,not_now,True,calendar_or_scheduling_tool,False,"A calendar decline notification for 'Agreement sync' that carries a short personal note typed by Marzena explaining she will be on holiday on 10th April, followed by a long corporate disclaimer. The delivery wrapper is the calendar system but the note itself is human.",To let James know she cannot attend on 10 April because she is on holiday (implicitly inviting a reschedule).
482342217965,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A Google Calendar acceptance notification: Piotr Mitoraj accepted the 'Encord <> Scandit | Catch-up' meeting. Entirely machine-generated with the event details and guest list.,nothing
482792872130,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A Google Calendar acceptance notification: Alvise Susmel accepted a placeholder introductory chat invite; body includes the organiser's event description and an Amplemarket attendee block. Machine-generated by Google Calendar.,nothing
482794869986,other_bot,n/a,False,subscription_system,False,"An automated Gong notification that the 'Encord & Cookunity | Product Demo' call recording and AI analysis is ready, listing summarized key points about meal-QC use cases. Produced by Gong's system.",nothing
483226837207,human,other_human,True,person_typing,True,"A human-written reply from a hotel restaurant director attaching a final banquet event order (BEO) for a dinner, noting a chef's garnish change on the pork chop. Typed by a person with a full corporate signature.",For the recipient to review the attached final BEO and confirm or raise questions.
483359719647,human,wants_call,True,person_typing,True,A short human reply confirming that April 10th works for a meeting ('see you then'). A person typed this quick scheduling confirmation.,To confirm attendance on Apr 10; no further action needed.
483406490819,human,not_now,True,person_typing,True,A brief human reply from Maihem's CEO saying he is on sick leave and proposing to reschedule the catch-up to two weeks out. Personally typed.,To reschedule the meeting to roughly two weeks later.
483754684639,human,not_interested,True,person_typing,True,A polite human-written decline of a dinner invitation from a Disney Imagineering project manager. Typed by a person with a standard signature.,To decline the invitation; no action needed.
484676880591,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A Google Calendar acceptance notification: Wesley Kerr accepted the Eric/Wes meeting on May 4. Machine-generated event summary with Meet link and guests.,nothing
484688890069,human,wants_call,True,person_typing,True,A short human reply saying the sender just sent a calendar invite for 4pm PST Monday and offering Wednesday as backup. Typed by a person coordinating a feedback call.,"For the recipient to accept the Monday invite (or flag a conflict, in which case Wednesday works)."
485600727273,other_bot,n/a,False,subscription_system,False,"An automated Gong notification that the 'Joe <> Andreas: Encord Intro' call with AGCO is recorded and analyzed, with AI key points. Produced by Gong.",nothing
485676642514,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,"A Google Calendar meeting invitation for 'Andrew Bell and Noah Parker', originating from a Calendly booking (Calendly cancel/reschedule links included) and delivered as a calendar invite with RSVP options. Entirely machine-generated by the scheduling tools.",An RSVP (Yes/No/Maybe) to the proposed 15-minute meeting.
486313957576,human,not_interested,True,person_typing,True,"A human-written reply declining tomorrow's dinner because the sender's daughter is sick, apologizing for the short notice. Clearly typed by a person.",To cancel her dinner attendance and be excused; hopes to join a future event.
486593069265,other_bot,n/a,False,subscription_system,False,"An automated Gong notification that the 'Encord <> Ouster | Weekly' call recording and AI analysis is ready, summarizing a pricing negotiation. Produced by Gong.",nothing
488708807901,human,wants_call,True,person_typing,True,A very short human reply thanking Winnie for understanding and confirming a meeting invite has been moved to next week. Typed by a person in a vendor-outreach thread.,To confirm the rescheduled meeting; no action needed.
488929161438,human,other_human,True,person_typing,True,A human-written reply from a business development consultant acknowledging received availability and promising to confirm a slot after checking with his team. Typed by a person with a full signature block.,Nothing immediately; he will get back with a chosen time slot.
488949793015,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A calendar acceptance for 'S&P <> Encord - intro' whose visible body is only S&P Global's standard confidentiality disclaimer — the acceptance itself was generated by the calendar system when the guest clicked Accept.,nothing
489875020022,other_bot,n/a,False,security_gateway,False,"A notification from PG&E's email encryption gateway saying Cindi Preece has sent a secure message that must be read via a link. The wrapper is machine-generated by the encryption/security system (Microsoft-based), not typed content.",For the recipient to click through and read the actual secure message (the underlying sender presumably has a real request inside).
490134676690,human,other_human,True,person_typing,True,"A human-written follow-up from a sales VP at SmartOne attaching annotator profiles for review, as previously discussed. Typed by a person with a full signature.",For Winnie to review the attached profiles and confirm whether they match requirements.
490271848634,other_bot,n/a,False,subscription_system,False,"An automated Gong notification that the 'Brose invite' call recording and AI analysis is ready, with key points about labeling/inference integration. Produced by Gong.",nothing
490535624897,human,wants_materials,True,person_typing,True,A human-written request in a POC thread asking Encord to share one or two sample videos and a short guideline so the vendor can pre-screen annotators before final screening. Typed by a person.,"Sample videos to be annotated plus a brief guideline, before Monday."
490660217058,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,"A calendar acceptance notification with a Korean subject ('수락:' meaning 'Accepted:') for an Encord & Cognex deployment/security meeting, with an empty body. Generated by the guest's calendar system when they accepted.",nothing
490744658124,human,asks_question,True,person_typing,True,"A short human question from a user testing the product, asking how to propagate SAM3 labels through an image-group sequence since the option seems gone. Typed by a person mid-evaluation.",Help/instructions on propagating SAM3 labels through the sequence in the new image group.
491404743882,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A Google Calendar acceptance notification: Lynne Starling accepted the weekly Encord/Ouster meeting. Machine-generated event details.,nothing
491836182751,other_bot,n/a,False,subscription_system,False,"A daily automated Gong team digest listing the team's 11 external meetings, top deals, and yesterday's recap with AI call briefs. Produced by Gong on a schedule.",nothing
491868230855,other_bot,n/a,False,subscription_system,False,An automated Gong notification that the 'Encord x Universal Robots' call recording and AI analysis is ready. Produced by Gong's post-call system.,nothing
493320004817,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A calendar acceptance notification for 'Encord (Hugo) // Steve - reconnect' with a completely empty body. Generated automatically when the guest accepted the invite.,nothing
493390814434,human,wants_materials,True,person_typing,True,"A human-written business email attaching an annotation spec and quality criteria and asking for a pilot proposal delivering >95% quality, with a go/no-go decision targeted for end of next week. Typed by a prospective customer.","A pilot proposal from Encord meeting >95% quality against the attached spec, within about a week."
493415749843,human,other_human,True,person_typing,True,"A detailed human-written legal reply proposing three specific redline changes to a mutual NDA (efforts standard, adding contractors, replacing the export-control clause), asking Encord's legal team to sign off. Typed by a person on the counterparty's side.",For Encord to route the proposed NDA changes to its legal team for approval so both sides can execute.
493444873459,human,asks_question,True,person_typing,True,"A human-written email from a Fusion CX operations manager giving feedback on a POC and asking what Encord's expected frames-per-hour throughput is, with an embedded image. Typed by a person.",Clarification of Encord's expectation on number of frames per hour for the annotation work.
493648168147,human,other_human,True,person_typing,True,A short human email from Boston Dynamics' legal operations attaching a signed order form and requesting Encord's countersignature. Typed by a person.,Encord to countersign the attached order form.
493970429159,human,other_human,True,person_typing,True,A brief human follow-up from a vendor chasing an unanswered question about a POC. Typed by a person with a signature block.,A response regarding the POC decision/status.
494975360205,human,not_now,True,person_typing,True,A short human reply declining a CVPR dinner invitation because the sender won't attend the conference this year. Typed by a person.,To decline the invitation; no action needed.
495485498578,human,wants_call,True,person_typing,True,"A human reply saying the calendar invitation hasn't arrived and that 10 CET doesn't work, proposing 14h or 17h30 instead. Typed by a person coordinating a reconnect call.",A rescheduled time (14:00 or 17:30 CET) and the invite to be sent/re-sent.
495662337235,human,asks_question,True,person_typing,True,A one-line human message relaying that Nisha reports the document was opened but not yet signed. Typed by a person nudging on an MNDA signature.,An update on why the MNDA hasn't been signed / for the signing to happen.
495703433460,human,wants_call,True,person_typing,True,"A human-written partnership update: the proposal was shared with the wider team and Milestone, who received it well and are open to hearing a proposal; the sender offers to organise a kick-off call ahead of GTC Berlin. Typed by a person.",Encord's thoughts on next steps so he can arrange a kick-off call.
495805791481,human,wants_materials,True,person_typing,True,A short human reply sharing a phone number and inviting the recipient to send info over WhatsApp. Typed by a person.,For James to send information via WhatsApp to the provided number.
